method,golden_example_id,rank,usefulness,actionability,reason
bm25,92,5,0,0,discusses a different issue and does not provide relevant information
bm25,93,1,2,2,addresses the same underlying issue of receiving a damaged TV and provides a concrete action to contact support.
bm25,93,2,0,0,"not related to the issue of receiving a damaged TV; instead, it addresses a different question about streaming content."
bm25,93,3,2,2,addresses the same underlying issue of receiving a damaged TV and provides a concrete action to contact support.
bm25,93,4,0,0,"not related to the issue of receiving a damaged TV; instead, it addresses a different issue of a non-functioning app."
bm25,93,5,0,0,"not related to the issue of receiving a damaged TV; instead, it addresses a different question about product availability."
bm25,94,1,2,2,addresses the same underlying issue of contacting SAV for warranty
bm25,94,2,0,0,unrelated to the current issue
bm25,94,3,1,1,"partially related as it involves contacting SAV, but for a different product"
bm25,94,4,1,1,"partially related as it involves contacting SAV for a refund, but for a different product"
bm25,94,5,0,0,unrelated to the current issue
bm25,95,1,0,0,"The issue is about a line on an app, not a physical book."
bm25,95,2,0,0,"The issue is about app functionality, not a physical book."
bm25,95,3,0,0,"The issue is about reporting book quality, not a physical book defect."
bm25,95,4,2,2,This addresses a similar issue of receiving a damaged book and provides a clear resolution path.
bm25,95,5,0,0,"The issue is about a customer service form, not a physical book defect."
bm25,96,1,2,1,addresses a similar issue of account lockout and lack of response from support
bm25,96,2,1,0,partially related as it mentions account lockout but does not provide actionable steps
bm25,96,3,0,0,not directly related to the current issue of account lockout
bm25,96,4,1,0,partially related as it discusses lack of response from support but does not address the specific issue
bm25,96,5,0,0,not relevant as it deals with an unknown charge rather than an account lockout
bm25,97,1,0,0,No addresses the same issue of delayed deliveries.
bm25,97,2,0,0,Does not address the issue of delayed deliveries and focuses on positive experiences.
bm25,97,3,1,1,Addresses a similar circumstance of delayed deliveries and suggests contacting the delivery company for more details.
bm25,97,4,1,1,Addresses a similar circumstance of delayed deliveries and suggests contacting the delivery company for more details.
bm25,97,5,1,1,Addresses a similar circumstance of delayed deliveries and suggests checking for pending deliveries.
bm25,98,1,2,2,"addresses the same issue of disconnected calls and missing orders, provides a similar resolution path"
bm25,98,2,1,1,"addresses a closely related circumstance of disconnected calls, provides some useful context"
bm25,98,3,2,2,"addresses the same issue of disconnected calls and missing orders, provides a similar resolution path"
bm25,98,4,0,0,does not address the same issue or provide useful guidance
bm25,98,5,2,2,"addresses the same issue of disconnected calls and missing orders, provides a similar resolution path"
bm25,99,1,2,2,Addresses the same issue of order being marked as delivered but not received. Provides a link to track the package.
bm25,99,2,1,1,Partially related as it deals with delayed delivery. Provides a link for further assistance.
bm25,99,3,2,2,Addresses the same issue of order being marked as delivered but not received. Provides a link to locate the package.
bm25,99,4,2,2,Addresses the same issue of order being marked as delivered but not received. Provides a link to locate the package.
bm25,99,5,1,1,Partially related as it deals with delayed delivery. Provides a link for further assistance.
dense,1,1,2,2,addresses the same underlying issue and provides a concrete action (contacting Amazon via phone or chat)
dense,1,2,1,1,addresses a closely related circumstance and provides some useful context (contacting Amazon for further assistance)
dense,1,3,0,0,does not address the same issue or provide useful guidance
dense,1,4,2,2,addresses the same underlying issue and provides a concrete action (contacting Amazon via phone or chat)
dense,1,5,1,1,addresses a closely related circumstance and provides some useful context (contacting Amazon for further assistance)
dense,10,1,2,2,Addresses the same issue of package delivery and provides a link to a troubleshooting guide.
dense,10,2,1,1,Partially related as it mentions issues with delivery but does not provide a direct solution.
dense,10,3,2,2,"Addresses the same issue of package delivery and asks for carrier information, which could be useful for further investigation."
dense,10,4,1,1,Partially related as it discusses package delivery but does not provide a direct solution.
dense,10,5,0,0,Not useful as it does not address the issue of package delivery and provides no actionable steps.
dense,100,1,2,1,addresses the same underlying issue of switching between multi-room audio and single-device playback
dense,100,2,0,0,"discusses setting up multi-room music, not switching between multi-room and single-device playback"
dense,100,3,1,0,"partially related, discusses streaming different music to different devices, but not directly about switching between multi-room and single-device playback"
dense,100,4,0,0,"discusses connecting compatible speakers, not switching between multi-room and single-device playback"
dense,100,5,0,0,"discusses pairing two Echo devices for stereo sound, not switching between multi-room and single-device playback"
dense,101,1,2,1,addresses a similar circumstance of delayed delivery and suggests contacting SAV
dense,101,2,1,0,provides some context but does not directly address the issue
dense,101,3,0,0,does not address the issue of delayed delivery
dense,101,4,0,0,does not address the issue of delayed delivery
dense,101,5,1,0,provides some context but does not directly address the issue
dense,102,1,2,2,"addresses a similar issue of delivery timing and commercial addresses, and provides a contact method."
dense,102,2,1,1,"partially related as it mentions delivery issues with commercial addresses, but the context is slightly different."
dense,102,3,0,0,not directly related to the issue of delivery timing and commercial addresses.
dense,102,4,0,0,not directly related to the issue of delivery timing and commercial addresses.
dense,102,5,2,2,"addresses a similar issue of delivery timing and commercial addresses, and provides a contact method."
dense,103,1,2,2,addresses the same issue of exchange option not being available
dense,103,2,1,1,partially related to the issue of exchange options
dense,103,3,0,0,not related to the issue of exchange option availability
dense,103,4,0,0,not related to the issue of exchange option availability
dense,103,5,0,0,not related to the issue of exchange option availability
dense,104,1,2,2,addresses the same underlying issue of checking winners' list and provides a link.
dense,104,2,1,1,partially related as it mentions the announcement date but does not provide a direct link.
dense,104,3,1,1,partially related as it also asks about checking winners but does not provide a direct link.
